,titleId,title,titleType,originalTitle,startYear,runtimeMinutes,genres,moyenneVote,NombreVotes
47177,tt0144637,Tequila Body Shot,movie,Tequila Body Shots,1999.0,97.0,"Comedy,Horror,Thriller",,
47178,tt0144640,Un de trop,movie,Three to Tango,1999.0,98.0,"Comedy,Romance",,
47179,tt0144646,Toto qui vécut deux fois,movie,Totò che visse due volte,1998.0,93.0,"Comedy,Drama",,
47200,tt0144814,Carrie 2 : La Haine,movie,The Rage: Carrie 2,1999.0,104.0,"Drama,Horror,Sci-Fi",,
47208,tt0144882,East L.A. Warriors,movie,East L.A. Warriors,1989.0,86.0,"Action,Drama",,
47214,tt0144964,Highlander: Endgame,movie,Highlander: Endgame,2000.0,87.0,"Action,Adventure,Fantasy",,
47220,tt0145005,"Je sais rien, mais je dirai tout",movie,"Je sais rien, mais je dirai tout",1973.0,78.0,Comedy,,
47224,tt0145020,"Karzan, le maître de la jungle",movie,"Karzan, il favoloso uomo della jungla",1972.0,92.0,"Action,Adventure,Comedy",,
47230,tt0145082,Scoop à la une,movie,Midnight Warrior,1989.0,86.0,"Action,Drama",,
47231,tt0145082,Faits divers à la une,movie,Midnight Warrior,1989.0,86.0,"Action,Drama",,
47256,tt0145505,Susan a un plan,movie,Susan's Plan,1998.0,89.0,"Comedy,Crime",,
47264,tt0145547,Two Hands,movie,Two Hands,1999.0,103.0,"Comedy,Crime,Thriller",7.1,14064.0
47274,tt0145600,Le Meilleur des mondes,tvMovie,Brave New World,1998.0,87.0,"Drama,Sci-Fi",,
47280,tt0145660,Austin Powers : L'Espion qui m'a tirée,movie,Austin Powers: The Spy Who Shagged Me,1999.0,95.0,"Action,Adventure,Comedy",,
47297,tt0145761,Evelyne,movie,Ein echter Hausfrauenfreund,1975.0,78.0,Comedy,,
47310,tt0145835,Les bidasses dans la mélasse,movie,Imi Hageneralit,1979.0,100.0,"Comedy,Drama",,
47315,tt0145891,Lucky Luke,movie,Daisy Town,1971.0,71.0,"Adventure,Animation,Comedy",,
47316,tt0145893,Simplement irrésistible,movie,Simply Irresistible,1999.0,96.0,"Comedy,Drama,Fantasy",,
47323,tt0145929,Le retour de l'idiot,movie,Návrat idiota,1999.0,99.0,"Comedy,Drama,Romance",,
47329,tt0146063,La Princesse au Petit Pois,movie,The Princess and the Pea,2002.0,75.0,"Adventure,Animation,Family",,
47340,tt0146232,S'il suffisait d'aimer,tvMovie,Replacing Dad,1999.0,90.0,"Comedy,Drama",,
47342,tt0146247,Babylon 5: The River of Souls,tvMovie,Babylon 5: The River of Souls,1998.0,94.0,"Action,Adventure,Drama",,
47345,tt0146274,Célibataire cherche héritier,tvMovie,Single sucht Nachwuchs,1998.0,90.0,Comedy,,
47350,tt0146316,Lara Croft: Tomb Raider,movie,Lara Croft: Tomb Raider,2001.0,100.0,"Action,Adventure,Fantasy",,
47366,tt0146402,La Famille Addams : Les Retrouvailles,tvMovie,Addams Family Reunion,1998.0,91.0,"Comedy,Family,Fantasy",,
47367,tt0146407,Les aventures de Ragtime,movie,The Adventures of Ragtime,1998.0,96.0,"Comedy,Family",,
47372,tt0146455,Babylon 5: L'appel aux armes,tvMovie,Babylon 5: A Call to Arms,1999.0,94.0,"Action,Adventure,Drama",,
47373,tt0146458,Valkanizater,movie,Valkanizater,1997.0,97.0,Comedy,,
47379,tt0146571,College Kickboxers,movie,College Kickboxers,1991.0,89.0,Action,,
47391,tt0146872,Sexe chaud à Bangkok,movie,Heisser Sex in Bangkok,1975.0,82.0,Comedy,,
47397,tt0147004,Little Voice,movie,Little Voice,1998.0,97.0,"Comedy,Drama,Music",,
47398,tt0147016,De tout mon coeur,tvMovie,Love Is Strange,1999.0,92.0,"Comedy,Drama",,
47419,tt0147353,Si jeune... si belle... si perverse,movie,Scandalo in famiglia,1976.0,88.0,Comedy,,
47420,tt0147353,La lycéenne se marie,movie,Scandalo in famiglia,1976.0,88.0,Comedy,,
47425,tt0147440,Les derniers monstres,movie,Sesso e volentieri,1982.0,101.0,Comedy,,
47454,tt0147800,10 raisons de te haïr,movie,10 Things I Hate About You,1999.0,97.0,"Comedy,Drama,Romance",7.4,418609.0
47455,tt0147800,10 bonnes raisons de te larguer,movie,10 Things I Hate About You,1999.0,97.0,"Comedy,Drama,Romance",7.4,418609.0
47456,tt0147813,Traces of Sand,short,Ab ovo/homoknyomok,1989.0,7.0,"Animation,Short",,
47457,tt0147819,Achille,tvShort,Achille,1975.0,5.0,"Animation,Short",,
47462,tt0147857,Le mutant,tvMovie,Atomic Dog,1998.0,95.0,"Horror,Sci-Fi,Thriller",,
47466,tt0147868,Ultime combat,movie,The Bad Pack,1997.0,91.0,Action,,
47469,tt0147920,Le bourreau des coeurs,movie,Le bourreau des coeurs,1983.0,100.0,Comedy,,
47477,tt0148054,"Debout les crabes, la mer monte!",movie,"Debout les crabes, la mer monte!",1983.0,90.0,Comedy,,
47479,tt0148067,Pour une poignée de diamants,tvMovie,Die Diebin,1998.0,93.0,"Action,Comedy",,
47491,tt0148392,Lancelot: Le gardien du temps,movie,Lancelot: Guardian of Time,1997.0,90.0,"Action,Fantasy,Sci-Fi",,
47505,tt0148585,Pauline et l'ordinateur,movie,Pauline et l'ordinateur,1977.0,69.0,Comedy,,
47507,tt0148639,Eliminator,movie,Project Eliminator,1991.0,90.0,"Action,Thriller",,
47508,tt0148649,Qu'est-ce que tu veux Julie?,movie,Qu'est-ce que tu veux Julie?,1977.0,100.0,"Comedy,Drama",,
47510,tt0148669,Rends-moi la clé!,movie,Rends-moi la clé!,1981.0,84.0,Comedy,,
47512,tt0148689,Rue du Pied de Grue,movie,Rue du Pied de Grue,1979.0,100.0,"Comedy,Drama",,
47524,tt0149151,Still Crazy: De retour pour mettre le feu,movie,Still Crazy,1998.0,95.0,"Comedy,Drama,Music",,
47532,tt0149261,Peur bleue,movie,Deep Blue Sea,1999.0,105.0,"Action,Adventure,Sci-Fi",,
47535,tt0149343,"Horton, drôle de sorcier",movie,Waking Up Horton,1998.0,90.0,"Adventure,Comedy,Family",,
47536,tt0149367,En toute complicité,movie,Where the Money Is,2000.0,89.0,"Comedy,Crime,Drama",,
47537,tt0149372,Le Solitaire,movie,The White Raven,1998.0,92.0,"Action,Crime,Thriller",,
47547,tt0149448,La maison sanglante,tvMovie,Dream House,1998.0,90.0,"Drama,Horror,Sci-Fi",,
47642,tt0150011,Les ravageurs de l'Ouest,movie,"C'era una volta questo pazzo, pazzo, pazzo West",1973.0,85.0,"Comedy,Romance,Western",,
47643,tt0150012,C'est plus facile de garder la bouche ouverte...,movie,C'est plus facile de garder la bouche ouverte...,1974.0,85.0,Comedy,,
47658,tt0150211,Cours après moi... que je t'attrape,movie,Cours après moi... que je t'attrape,1976.0,91.0,"Comedy,Romance",,
47660,tt0150222,Le crime des crimes,movie,Crime of Crimes,1989.0,87.0,"Action,Crime,Drama",,
47661,tt0150222,Sale affaire,movie,Crime of Crimes,1989.0,87.0,"Action,Crime,Drama",,
47665,tt0150331,Les diplômés du dernier rang,movie,Les diplômés du dernier rang,1982.0,95.0,Comedy,,
47673,tt0150411,Deux corniauds dans la brousse,movie,Due bianchi nell'Africa nera,1970.0,90.0,Comedy,,
47674,tt0150413,Faut qu'ça gaze!,movie,"I due della F.1 alla corsa più pazza, pazza del mondo",1971.0,90.0,Comedy,,
47678,tt0150472,L'entourloupe,movie,L'entourloupe,1980.0,90.0,Comedy,,
47682,tt0150505,Fantasia chez les ploucs,movie,Fantasia chez les ploucs,1971.0,100.0,Comedy,,
47684,tt0150661,Libres Jouissances,movie,Frühreifen-Report,1973.0,87.0,Comedy,,
47685,tt0150662,Fucking Åmål,movie,Fucking Åmål,1998.0,89.0,"Comedy,Drama,Romance",7.5,56814.0
47695,tt0150943,"Honeybaby, Honeybaby",movie,"Honeybaby, Honeybaby",1974.0,89.0,Action,,
47700,tt0151005,La fée aux sept têtes,short,A hétfejü tündér,1999.0,11.0,"Animation,Drama,Short",,
47704,tt0151035,Il était une fois un merle chanteur,movie,Iko shashvi mgalobeli,1970.0,85.0,"Comedy,Drama,Music",,
47709,tt0151130,Les jeunes Québécoises,movie,Les jeunes Québécoises,1980.0,100.0,Comedy,,
47720,tt0151301,Sale temps pour les maris,tvMovie,Dead Husbands,1998.0,90.0,"Comedy,Mystery,Romance",,
47722,tt0151336,Le train du plaisir,movie,Liebesgrüße aus der Lederhose 4: Die versaute Hochzeitsnacht,1978.0,95.0,Comedy,,
47731,tt0151495,Agent très spécial 44,movie,Mark colpisce ancora,1976.0,102.0,"Action,Crime",,
47732,tt0151495,Brigade anti terroriste,movie,Mark colpisce ancora,1976.0,102.0,"Action,Crime",,
47733,tt0151495,"Calibre 44, agent très spécial",movie,Mark colpisce ancora,1976.0,102.0,"Action,Crime",,
47741,tt0151615,Les cuisses de Monique,movie,"Monique, mein heißer Schoß",1978.0,75.0,"Comedy,Romance",,
47754,tt0151804,"35 heures, c'est déjà trop",movie,Office Space,1999.0,89.0,Comedy,7.6,299128.0
47766,tt0151987,Les pirates du XXème siècle,movie,Piraty XX veka,1980.0,86.0,"Action,Adventure,Crime",,
47769,tt0152018,Un flic explosif,movie,Un poliziotto scomodo,1978.0,101.0,"Action,Crime,Thriller",,
47777,tt0152178,Restons groupés,movie,Restons groupés,1998.0,101.0,Comedy,,
47778,tt0152185,Rewind,movie,Rewind,1998.0,92.0,"Sci-Fi,Thriller",,
47782,tt0152251,La justice ou la loi,movie,The Rutherford County Line,1987.0,98.0,Action,,
47783,tt0152265,Le héros de la patrouille,movie,Safety Patrol,1998.0,96.0,"Comedy,Family",,
47793,tt0152539,Le massacre des mers du Sud,movie,South Seas,1974.0,90.0,"Action,Adventure,Drama",,
47794,tt0152539,Massacre au soleil,movie,South Seas,1974.0,90.0,"Action,Adventure,Drama",,
47795,tt0152548,Spanish Fly,movie,Spanish Fly,1998.0,91.0,"Comedy,Romance",,
47796,tt0152573,No Limit,tvMovie,The Spree,1998.0,98.0,"Action,Thriller",,
47797,tt0152573,Une voleuse de charme,tvMovie,The Spree,1998.0,98.0,"Action,Thriller",,
47803,tt0152930,Taxi,movie,Taxi,1998.0,89.0,"Action,Comedy,Crime",,
47814,tt0153213,Miami stup,movie,Tough Cops,1988.0,93.0,Action,,
47823,tt0153342,Miss Dynamite,movie,Tutti fratelli nel west... per parte di padre,1972.0,96.0,"Comedy,Western",,
47843,tt0153584,Chevauchées perverses,movie,Voglia di donna,1978.0,93.0,Comedy,,
47848,tt0153737,Folle d'elle,movie,Folle d'elle,1998.0,95.0,Comedy,,
47853,tt0153854,Orage sur la tour de contrôle,tvMovie,A Wing and a Prayer,1998.0,93.0,"Action,Drama,Thriller",,
47857,tt0153992,"Vie de chien, Vie de château",tvMovie,You Lucky Dog,1998.0,89.0,"Comedy,Family,Fantasy",,
47861,tt0154029,Excitation,movie,Zero in and Scream,1971.0,63.0,"Action,Crime",,
47878,tt0154129,Les personnages animés préférés à la rescousse,tvMovie,Cartoon All-Stars to the Rescue,1990.0,26.0,"Adventure,Animation,Comedy",,
47882,tt0154169,L'âne d'or,movie,L'asino d'oro: processo per fatti strani contro Lucius Apuleius cittadino romano,1970.0,99.0,Comedy,,
47887,tt0154203,"Banjo, le chat malicieux",tvMovie,Banjo the Woodpile Cat,1979.0,29.0,"Animation,Comedy,Family",,
47889,tt0154238,Brigade de l'extrême,tvMovie,Blade Squad,1998.0,88.0,"Action,Drama",,
47891,tt0154243,Masseuses sur rendez-vous,movie,Blutjunge Masseusen,1972.0,76.0,Comedy,,
47892,tt0154243,Sexyssimo en vadrouille,movie,Blutjunge Masseusen,1972.0,76.0,Comedy,,
47893,tt0154243,La grande vadrouille du sexe,movie,Blutjunge Masseusen,1972.0,76.0,Comedy,,
47894,tt0154243,Le sexe en vadrouille,movie,Blutjunge Masseusen,1972.0,76.0,Comedy,,
47919,tt0154338,City Hunter - Service secret,tvMovie,City Hunter Special: The Secret Service,1996.0,100.0,"Action,Animation,Comedy",,
47920,tt0154338,City Hunter : Services secrets,tvMovie,City Hunter Special: The Secret Service,1996.0,100.0,"Action,Animation,Comedy",,
47921,tt0154338,Nicky Larson - City Hunter : Services secrets,tvMovie,City Hunter Special: The Secret Service,1996.0,100.0,"Action,Animation,Comedy",,
47963,tt0154735,Des parents sur mesure,tvMovie,Kidnapping Mom & Dad,1998.0,95.0,Comedy,,
47974,tt0154887,Rose Mafia,movie,Mob Queen,1998.0,87.0,Comedy,,
47976,tt0154896,Mont-Dragon,movie,Mont-Dragon,1970.0,91.0,"Comedy,Drama",,
47984,tt0155031,Polvere di Napoli,movie,Polvere di Napoli,1998.0,100.0,Comedy,,
48002,tt0155157,Serial Lover,movie,Serial Lover,1998.0,83.0,"Comedy,Crime",,
48015,tt0155296,Mariage en franchise,movie,Vámmentes házasság,1980.0,101.0,"Comedy,Romance",,
48038,tt0155522,Le Bahut va craquer!,movie,Le bahut va craquer,1981.0,85.0,Comedy,,
48039,tt0155528,"Nerfs d'acier, gants de velours",movie,Bamboo Gods and Iron Men,1973.0,96.0,"Action,Adventure,Comedy",,
48044,tt0155581,C'est pas parce qu'on n'a rien à dire qu'il faut fermer sa gueule!,movie,C'est pas parce qu'on n'a rien à dire qu'il faut fermer sa gueule...,1975.0,93.0,"Comedy,Crime",,
48045,tt0155581,C'est pas parce qu'on a rien à dire qu'il faut fermer sa gueule!,movie,C'est pas parce qu'on n'a rien à dire qu'il faut fermer sa gueule...,1975.0,93.0,"Comedy,Crime",,
48060,tt0155609,Le Chasseur de chez Maxim's,movie,Le chasseur de chez Maxim's,1976.0,90.0,Comedy,,
48076,tt0155705,L'amour au féminin,movie,Faire l'amour... De la pilule à l'ordinateur,1971.0,75.0,Comedy,,
48077,tt0155706,Faut s'les faire!... Ces légionnaires,movie,Faut s'les faire!... Ces légionnaires,1981.0,86.0,"Adventure,Comedy",,
48080,tt0155753,Sacré Père Noël,movie,I'll Be Home for Christmas,1998.0,86.0,"Comedy,Family",,
48083,tt0155776,Jawbreaker,movie,Jawbreaker,1999.0,86.0,"Comedy,Crime,Thriller",,
48085,tt0155810,Le p'tit Tony,movie,Kleine Teun,1998.0,95.0,"Comedy,Drama,Romance",,
48086,tt0155830,Je serai pour elle presque comme un père,movie,Le farò da padre,1974.0,97.0,"Comedy,Drama,Romance",,
48087,tt0155830,La bambina,movie,Le farò da padre,1974.0,97.0,"Comedy,Drama,Romance",,
48089,tt0155839,Initiation d'une lycéenne,movie,Love in a 4 Letter World,1970.0,93.0,"Comedy,Drama",,
48090,tt0155841,La Bien aimée du mécanicien Gavrilov,movie,Lyubimaya zhenshchina mekhanika Gavrilova,1982.0,79.0,"Comedy,Romance",,
48111,tt0156083,La situation est grave... mais pas désespérée !,movie,La situation est grave... mais pas désespérée,1976.0,100.0,Comedy,,
48113,tt0156115,Sanction fatale,tvMovie,Supreme Sanction,1999.0,95.0,"Action,Adventure,Crime",,
48132,tt0156245,100% Arabica,movie,100% Arabica,1997.0,85.0,"Comedy,Music",,
48141,tt0156323,Les embrouilles de Will,movie,Screwed,2000.0,81.0,"Comedy,Crime",,
48187,tt0156478,Dis-moi que je rêve,movie,Dis-moi que je rêve,1998.0,97.0,"Comedy,Drama",,
48204,tt0156515,Entropy,movie,Entropy,1999.0,104.0,"Comedy,Drama,Romance",,
48208,tt0156554,La créature des profondeurs,tvMovie,Gargantua,1998.0,90.0,"Action,Horror,Sci-Fi",,
48219,tt0156711,Y a-t-il un parrain pour sauver la mafia?,movie,Kiss Toledo Goodbye,1999.0,96.0,"Comedy,Thriller",,
48221,tt0156729,Last Night,movie,Last Night,1998.0,95.0,"Comedy,Drama,Romance",7.1,10349.0
48222,tt0156734,Traque infernale,movie,Legacy,1998.0,105.0,Action,,
48227,tt0156757,Fou de samba,movie,Mad About Mambo,2000.0,92.0,"Comedy,Drama,Romance",,
48231,tt0156807,Mr. Accident,movie,Mr. Accident,2000.0,89.0,Comedy,,
48232,tt0156812,Mon chien Skip,movie,My Dog Skip,2000.0,95.0,"Comedy,Drama,Family",,
48234,tt0156820,Le nain rouge,movie,Le nain rouge,1998.0,101.0,"Comedy,Drama",,
48238,tt0156849,Des monstres et des hommes,movie,Pro urodov i lyudey,1998.0,93.0,"Comedy,Drama,History",,
48239,tt0156857,Mariage à trois,tvMovie,Das Paar des Jahres,1998.0,87.0,Comedy,,
48240,tt0156881,American Cops contre la Mafia Russe,movie,The Pawn,1999.0,88.0,"Action,Crime,Drama",,
48241,tt0156881,Le Pantin,movie,The Pawn,1999.0,88.0,"Action,Crime,Drama",,
48242,tt0156887,Perfect Blue,movie,Pâfekuto burû,1997.0,81.0,"Animation,Crime,Drama",8.0,107864.0
48243,tt0156887,Bleu parfait,movie,Pâfekuto burû,1997.0,81.0,"Animation,Crime,Drama",8.0,107864.0
48247,tt0156945,Le retour du vent du Nord,movie,El regreso del viento del Norte,1993.0,77.0,Animation,,
48248,tt0156976,Au rythme du destin,tvMovie,Chasing Destiny,2001.0,94.0,"Comedy,Drama,Music",,
48249,tt0157000,Sanctuary,movie,Sanctuary,1998.0,104.0,"Action,Thriller",,
48252,tt0157030,The Shoe,movie,Kurpe,1998.0,83.0,"Comedy,Drama",,
48253,tt0157030,La chaussure,movie,Kurpe,1998.0,83.0,"Comedy,Drama",,
48254,tt0157044,Sitcom,movie,Sitcom,1998.0,85.0,"Comedy,Drama,Romance",,
48257,tt0157117,Tokyo Eyes,movie,Tokyo Eyes,1998.0,97.0,"Comedy,Thriller",,
48259,tt0157124,Tueur à gages,movie,Tueur à gages,1998.0,80.0,"Action,Crime,Drama",,
48265,tt0157160,La vie sur terre,movie,La vie sur terre,1998.0,61.0,"Comedy,Drama",,
48267,tt0157183,West Beyrouth,movie,West Beyrouth (À l'abri les enfants),1998.0,105.0,"Comedy,Drama,Romance",,
48268,tt0157197,Régal d'asticots,movie,The Worm Eaters,1977.0,90.0,"Comedy,Horror",,
48278,tt0157262,Y a-t-il un flic pour sauver l'humanité ?,movie,2001: A Space Travesty,2000.0,99.0,"Comedy,Sci-Fi",,
48280,tt0157297,Mission d'élite,tvMovie,In the Company of Spies,1999.0,104.0,"Action,Drama,Thriller",,
48282,tt0157360,Juste un gigolo,movie,Basta guardarla,1970.0,100.0,"Comedy,Musical",,
48286,tt0157377,Bello come un arcangelo,movie,Bello come un arcangelo,1974.0,100.0,Comedy,,
48289,tt0157472,Top chronos,movie,Clockstoppers,2002.0,94.0,"Action,Adventure,Comedy",,
48291,tt0157503,Belles à mourir,movie,Drop Dead Gorgeous,1999.0,97.0,"Comedy,Romance,Thriller",,
48293,tt0157515,Les dessous du crime,movie,Dead End,1998.0,93.0,"Action,Drama,Thriller",,
48329,tt0157675,"Einstein, le chien savant",tvMovie,Breakfast with Einstein,1998.0,89.0,Comedy,,
48399,tt0157992,Météorites,tvMovie,Meteorites!,1998.0,89.0,"Action,Adventure,Crime",,
48403,tt0158049,Un amour sauvé de l'enfer,movie,One Hell of a Guy,1998.0,97.0,"Comedy,Fantasy,Romance",,
48418,tt0158197,Mal de mer sur terre ferme,short,Eine Seekrankheit auf festem Lande,1996.0,15.0,"Sci-Fi,Short",,
48421,tt0158242,Souffle d'enfer,tvMovie,Storm Chasers: Revenge of the Twister,1998.0,96.0,"Action,Adventure",,
48453,tt0158371,Accords et désaccords,movie,Sweet and Lowdown,1999.0,95.0,"Comedy,Drama,Music",7.2,37409.0
48454,tt0158371,Accords & désaccords,movie,Sweet and Lowdown,1999.0,95.0,"Comedy,Drama,Music",7.2,37409.0
48466,tt0158409,Futuresport,tvMovie,Futuresport,1998.0,91.0,"Action,Sci-Fi,Sport",,
48478,tt0158507,Qui c'est ce mec?,movie,Bollenti spiriti,1981.0,92.0,"Comedy,Fantasy,Romance",,
48479,tt0158508,La cage aux minets,movie,Bordella,1976.0,100.0,"Comedy,Musical",,
48485,tt0158530,"Joyeux noël, bonne année",movie,Buon Natale... Buon anno,1989.0,100.0,"Comedy,Drama,Romance",,
48488,tt0158537,Au bonheur des chiens,movie,C'era un Castello con Quaranta Cani,1990.0,98.0,Comedy,,
48489,tt0158541,C4,short,C4,1996.0,4.0,"Comedy,Romance,Short",,
48493,tt0158564,Kiko,movie,Corri come il vento Kiko,1983.0,88.0,"Comedy,Drama,Family",,
48494,tt0158578,Dany la ravageuse,movie,Dany la ravageuse,1972.0,90.0,"Comedy,Romance",,
48496,tt0158589,Dieu les fait et les assemble,movie,Dio li fa poi li accoppia,1982.0,100.0,Comedy,,
48502,tt0158622,Les Pierrafeu à Rock Vegas,movie,The Flintstones in Viva Rock Vegas,2000.0,90.0,"Comedy,Family,Romance",,
48507,tt0158646,Show Shirley MacLaine,tvMovie,Gypsy in My Soul,1976.0,60.0,"Comedy,Music",,
48509,tt0158660,L'homme aux bras ballants,short,L'homme aux bras ballants,1997.0,3.0,"Animation,Short",,
48511,tt0158692,Juha,movie,Juha,1999.0,78.0,"Comedy,Drama,Romance",,
48514,tt0158714,Lady Snowblood,movie,Shurayuki-hime,1973.0,97.0,"Action,Crime,Drama",7.6,17527.0
48535,tt0158780,"Kong, le roi des singes",movie,The Mighty Kong,1998.0,71.0,"Adventure,Animation,Family",,
48552,tt0158811,Les Muppets dans l'espace,movie,Muppets from Space,1999.0,87.0,"Adventure,Comedy,Family",,
48558,tt0158833,Once We Were Strangers,movie,Once We Were Strangers,1997.0,96.0,"Comedy,Romance",,
48559,tt0158848,Les petits calins,movie,Les petits câlins,1978.0,96.0,Comedy,,
48573,tt0158937,Mortel Business,movie,The Settlement,1999.0,101.0,Comedy,,
48585,tt0158983,"South Park, le film : Plus long, plus grand et pas coupé",movie,"South Park: Bigger, Longer & Uncut",1999.0,81.0,"Animation,Comedy,Fantasy",7.7,220397.0
48617,tt0159091,Les Vengeurs de l'Ave Maria,movie,I vendicatori dell'Ave Maria,1970.0,90.0,"Action,Comedy,Romance",,
48618,tt0159091,Les vengeurs de l'Ave Maria.,movie,I vendicatori dell'Ave Maria,1970.0,90.0,"Action,Comedy,Romance",,
48620,tt0159103,Le manuscrit de Vivero,movie,The Vivero Letter,1999.0,95.0,"Action,Adventure,Thriller",,
48637,tt0159258,Attenti al buffone,movie,Attenti al buffone,1975.0,100.0,Comedy,,
48638,tt0159259,Mortelle théorie,movie,The Auteur Theory,1999.0,77.0,"Comedy,Mystery,Thriller",,
48647,tt0159361,Nicky Larson - City Hunter : Goodbye my Sweetheart,tvMovie,City Hunter: Goodbye My Sweetheart,1997.0,90.0,"Action,Animation,Comedy",,
48648,tt0159361,Nicky Larson - Goodbye my Sweetheart,tvMovie,City Hunter: Goodbye My Sweetheart,1997.0,90.0,"Action,Animation,Comedy",,
48649,tt0159361,City Hunter: Goodbye My Sweetheart,tvMovie,City Hunter: Goodbye My Sweetheart,1997.0,90.0,"Action,Animation,Comedy",,
48650,tt0159362,City Hunter - Special 3 : Complot pour 1 million de $,movie,City Hunter: Hyakuman doru no inbô,1990.0,45.0,"Action,Animation,Comedy",,
48651,tt0159362,City Hunter : Complot pour 1 million de $,movie,City Hunter: Hyakuman doru no inbô,1990.0,45.0,"Action,Animation,Comedy",,
48652,tt0159362,City Hunter : Complot pour 1 million de dollars,movie,City Hunter: Hyakuman doru no inbô,1990.0,45.0,"Action,Animation,Comedy",,
48661,tt0159421,Elmo au pays des grincheux,movie,The Adventures of Elmo in Grouchland,1999.0,73.0,"Adventure,Comedy,Family",,
48662,tt0159423,Rencontre dans la 3e dimension,short,Encounter in the Third Dimension,1999.0,40.0,"Adventure,Comedy,Drama",,
48663,tt0159432,Expect the unexpected,movie,Fai seung dat yin,1998.0,87.0,"Action,Crime,Drama",,
48668,tt0159485,Les gros durs,movie,Häjyt,1999.0,105.0,"Action,Crime,Drama",,
48675,tt0159529,La Légende de Bruce Lee,movie,Tang shan jie quan dao,1976.0,80.0,"Action,Drama",,
48679,tt0159559,L'homme aux bras d'acier,movie,Jue zhao liu shi,1979.0,89.0,Action,,
48680,tt0159559,Les ruses diaboliques du kung fu,movie,Jue zhao liu shi,1979.0,89.0,Action,,
48695,tt0159604,Une nana pas comme les autres,tvMovie,Une nana pas comme les autres,1995.0,80.0,"Comedy,Drama",,
48763,tt0159689,Le défi d'Atlantis,short,Race for Atlantis,1998.0,4.0,"Adventure,Animation,Comedy",,
48770,tt0159797,Mars à table!,movie,Top of the Food Chain,1999.0,99.0,"Comedy,Horror,Sci-Fi",,
48792,tt0159994,L'ange gardien,movie,L'ange gardien,1978.0,98.0,Comedy,,
48793,tt0159995,Contrat sur une tueuse,movie,Angel's Dance,1999.0,99.0,"Action,Comedy,Crime",,
48794,tt0159995,Angel's Dance,movie,Angel's Dance,1999.0,99.0,"Action,Comedy,Crime",,
48806,tt0160104,Le manteau d'astrakan,movie,Il cappotto di Astrakan,1980.0,105.0,Comedy,,
48808,tt0160110,Et mon cul c'est du poulet?,movie,I carabbinieri,1981.0,89.0,Comedy,,
48810,tt0160115,Carioca tigre,movie,Carioca tigre,1983.0,102.0,"Action,Comedy",,
48813,tt0160127,Charlie et ses drôles de dames,movie,Charlie's Angels,2000.0,98.0,"Action,Adventure,Comedy",,
48828,tt0160236,"Allô, la police?",movie,Dudley Do-Right,1999.0,77.0,"Comedy,Family,Romance",,
48829,tt0160236,Dudley Do-Right,movie,Dudley Do-Right,1999.0,77.0,"Comedy,Family,Romance",,
48833,tt0160278,Counterpunch,movie,Fish Out of Water,1999.0,95.0,"Action,Comedy,Family",,
48834,tt0160278,Témoin gênant,movie,Fish Out of Water,1999.0,95.0,"Action,Comedy,Family",,
48835,tt0160285,L'homme du cartel,movie,For Which He Stands,1996.0,88.0,"Action,Crime,Drama",,
48839,tt0160360,La croisière coup de foudre,tvMovie,Herz über Bord,1999.0,88.0,Comedy,,
48841,tt0160393,Ice : Tempête de glace aux USA,tvMovie,Ice,1998.0,93.0,"Adventure,Sci-Fi,Thriller",,
48842,tt0160393,Ice: L'Enfer de glace,tvMovie,Ice,1998.0,93.0,"Adventure,Sci-Fi,Thriller",,
48843,tt0160399,Impostor,movie,Impostor,2001.0,95.0,"Drama,Mystery,Sci-Fi",,
48845,tt0160414,Un mensonge sans conséquence,movie,Love Happens,1999.0,88.0,"Comedy,Romance",,
48846,tt0160414,L'arche de l'amour,movie,Love Happens,1999.0,88.0,"Comedy,Romance",,
48847,tt0160429,Le roi et moi,movie,The King and I,1999.0,88.0,"Animation,Family,Fantasy",,
48855,tt0160509,Agnès Browne,movie,Agnes Browne,1999.0,92.0,"Comedy,Drama,Romance",,
48860,tt0160547,Sac d'embrouilles,movie,More Dogs Than Bones,2000.0,92.0,"Comedy,Crime,Drama",,
48863,tt0160574,Petites leçons de séduction,movie,Nice Guys Sleep Alone,1999.0,92.0,"Comedy,Romance",,
48871,tt0160611,Ordinary Decent Criminal,movie,Ordinary Decent Criminal,2000.0,93.0,"Comedy,Crime",,
48872,tt0160620,Oxygen,movie,Oxygen,1999.0,92.0,"Action,Crime,Drama",,
48988,tt0160862,Elle est trop bien,movie,She's All That,1999.0,95.0,"Comedy,Romance",,
48989,tt0160865,Kimagure Orange Road: Cet Été-là,movie,"Shin Kimagure Orenji Rôdo: Soshite, ano natsu no hajimari",1996.0,100.0,"Adventure,Animation,Comedy",,
49003,tt0160916,Une vie à deux,movie,The Story of Us,1999.0,95.0,"Comedy,Drama,Romance",,
49037,tt0161023,Libres comme le vent,movie,Tumbleweeds,1999.0,102.0,"Comedy,Drama",,
49059,tt0161083,Escrocs,movie,What's the Worst That Could Happen?,2001.0,94.0,"Comedy,Crime",,
49060,tt0161084,La manière forte,movie,Whatever It Takes,1998.0,101.0,"Action,Crime",,
49075,tt0161221,Portrait de province en rouge,movie,Al piacere di rivederla,1976.0,102.0,"Comedy,Thriller",,
