,titleId,title,titleType,originalTitle,startYear,runtimeMinutes,genres,moyenneVote,NombreVotes
19227,tt0058994,Doigts de Bruce Lee,movie,Lung men bei chi,1976.0,91.0,"Action,Crime,Drama",,
20168,tt0060967,Una señora estupenda,movie,Una señora estupenda,1970.0,91.0,Comedy,,
21081,tt0062936,Les 6 épreuves de la mort,movie,Si wang mo ta,1978.0,90.0,"Action,Drama",,
21082,tt0062936,Les six épreuves de la mort,movie,Si wang mo ta,1978.0,90.0,"Action,Drama",,
21121,tt0063018,Karatékas contre trafiquants d'or,movie,Hui feng hao huang jin da feng bao,1979.0,99.0,"Action,Drama",,
21150,tt0063066,Lady Yakuza: Le retour d'Oryu,movie,Hibotan bakuto: Oryû sanjô,1970.0,100.0,"Action,Crime",,
21154,tt0063074,Une larme dans le ciel,movie,Hola... señor Dios,1970.0,79.0,"Drama,Sci-Fi",,
21182,tt0063137,Les six invincibles,movie,The Invincible Six,1970.0,103.0,"Action,Adventure,Crime",,
21183,tt0063137,Les héros de Yucca,movie,The Invincible Six,1970.0,103.0,"Action,Adventure,Crime",,
21505,tt0063846,Zorango et les comancheros,movie,Zorro il cavaliere della vendetta,1971.0,92.0,"Comedy,Western",,
21566,tt0064031,L'année de la contestation,movie,Don Franco e Don Ciccio nell'anno della contestazione,1970.0,95.0,Comedy,,
21618,tt0064126,Gymkana,movie,Cannabis,1970.0,96.0,"Action,Crime,Drama",,
21619,tt0064126,Cannabis,movie,Cannabis,1970.0,96.0,"Action,Crime,Drama",,
21654,tt0064177,Le cerveau d'acier,movie,Colossus: The Forbin Project,1970.0,100.0,"Sci-Fi,Thriller",7.1,10766.0
21705,tt0064279,Une nuit de folie,movie,Egy örült éjszaka,1970.0,78.0,Comedy,,
21722,tt0064321,Les Amazones du désir,movie,The Female Bunch,1971.0,86.0,"Action,Crime,Drama",,
21773,tt0064423,Ulysses,movie,Heureux qui comme Ulysse...,1970.0,90.0,Comedy,,
21774,tt0064423,Heureux qui comme Ulysse...,movie,Heureux qui comme Ulysse...,1970.0,90.0,Comedy,,
21782,tt0064432,Une pucelle en or,movie,"Hilfe, mich liebt eine Jungfrau",1970.0,82.0,Comedy,,
21783,tt0064432,"Au secours, je suis aimé par une vierge!",movie,"Hilfe, mich liebt eine Jungfrau",1970.0,82.0,Comedy,,
21852,tt0064598,L'ange et le démon,movie,Twinky,1970.0,98.0,"Comedy,Drama,Romance",,
21853,tt0064601,Vol perdu,tvMovie,Lost Flight,1970.0,104.0,"Action,Drama",,
21881,tt0064649,Le clan des Mac Masters,movie,The McMasters,1970.0,90.0,"Action,Drama,Western",,
21901,tt0064687,Reincarnator,movie,Los monstruos del terror,1970.0,87.0,"Horror,Sci-Fi",,
21902,tt0064687,Dracula contre Frankenstein,movie,Los monstruos del terror,1970.0,87.0,"Horror,Sci-Fi",,
21929,tt0064746,OSS 117 prend des vacances,movie,OSS 117 prend des vacances,1970.0,90.0,"Action,Adventure",,
21930,tt0064746,Tous les coups sont bons pour OSS 117,movie,OSS 117 prend des vacances,1970.0,90.0,"Action,Adventure",,
21943,tt0064779,L'ours et la poupée,movie,L'ours et la poupée,1970.0,90.0,Comedy,,
21957,tt0064804,Le petit bougnat,movie,Le petit bougnat,1970.0,95.0,"Comedy,Drama",,
21959,tt0064806,La porte magique,movie,The Phantom Tollbooth,1970.0,90.0,"Adventure,Animation,Comedy",,
21966,tt0064820,Harry Plotnick seul contre tous,movie,The Plot Against Harry,1971.0,81.0,"Comedy,Crime",,
22024,tt0064964,Les sept de Marsa Matruh,movie,I 7 di Marsa Matruh,1970.0,100.0,"Action,Drama,War",,
22038,tt0065012,Pour qui les millions?,movie,"Some Will, Some Won't",1970.0,87.0,Comedy,,
22072,tt0065080,"Dillinger, vous connaissez? ou Le Temps des loups",movie,Le temps des loups,1970.0,105.0,"Action,Crime,Drama",,
22073,tt0065080,Le Temps des loups,movie,Le temps des loups,1970.0,105.0,"Action,Crime,Drama",,
22116,tt0065171,Santo et la vengeance des femmes vampires,movie,La venganza de las mujeres vampiro,1970.0,85.0,"Action,Adventure,Fantasy",,
22124,tt0065192,Le voyeur,movie,Giuochi particolari,1970.0,98.0,"Comedy,Drama",,
22148,tt0065235,"J'ai tué Einstein, messieurs",movie,"Zabil jsem Einsteina, panove",1970.0,95.0,"Comedy,Romance,Sci-Fi",,
22163,tt0065265,L'étalon,movie,L'étalon,1970.0,90.0,Comedy,,
22173,tt0065331,"Monsieur, vous êtes veuve",movie,"Pane, vy jste vdova!",1971.0,97.0,"Comedy,Sci-Fi",,
22180,tt0065360,...tick... tick... tick... et la violence explosa !,movie,...tick... tick... tick...,1970.0,100.0,"Action,Crime,Drama",,
22185,tt0065367,Sur la tombe de Sabata,movie,Abre tu fosa amigo... llega Sabata,1971.0,88.0,"Comedy,Drama,Western",,
22186,tt0065367,"Creuse ta tombe Garringo, Sabata revient",movie,Abre tu fosa amigo... llega Sabata,1971.0,88.0,"Comedy,Drama,Western",,
22190,tt0065375,Les aventures du brigadier Gérard,movie,The Adventures of Gerard,1970.0,92.0,"Adventure,Comedy,History",,
22201,tt0065405,L'Ange sauvage,movie,Angels Die Hard,1970.0,86.0,"Action,Drama",,
22209,tt0065421,Les Aristochats,movie,The AristoCats,1970.0,78.0,"Adventure,Animation,Comedy",7.1,120128.0
22211,tt0065425,Arriva Sabata...,movie,Arriva Sabata!...,1970.0,87.0,"Comedy,Western",,
22212,tt0065430,L'alieniste,movie,Azyllo Muito Louco,1970.0,100.0,"Comedy,Drama",,
22213,tt0065431,Alerte sur le Wayne,tvMovie,Assault on the Wayne,1971.0,74.0,"Action,Drama,Thriller",,
22214,tt0065431,Péril sur le Wayne,tvMovie,Assault on the Wayne,1971.0,74.0,"Action,Drama,Thriller",,
22215,tt0065436,Les nains aussi ont commencé petits,movie,Auch Zwerge haben klein angefangen,1970.0,96.0,"Comedy,Drama",,
22222,tt0065450,Vengeance,movie,Bao chou,1970.0,102.0,"Action,Drama,Romance",,
22230,tt0065460,Le goût de la vengeance,movie,La belva,1970.0,89.0,"Action,Crime,Thriller",,
22231,tt0065462,Le Secret de la planète des singes,movie,Beneath the Planet of the Apes,1970.0,95.0,"Action,Adventure,Sci-Fi",,
22239,tt0065482,Les boatniks - Du vent dans les voiles,movie,The Boatniks,1970.0,99.0,"Comedy,Family",,
22245,tt0065490,Cavale pour un magot,tvMovie,Breakout,1970.0,100.0,"Action,Drama",,
22247,tt0065492,Brewster McCloud,movie,Brewster McCloud,1970.0,105.0,"Comedy,Crime,Fantasy",,
22259,tt0065514,Le Désir d'aimer,movie,Cactus in the Snow,1971.0,90.0,"Comedy,Drama",,
22263,tt0065520,Les canons de Cordoba,movie,Cannon for Cordoba,1970.0,104.0,"Action,Romance,Western",,
22264,tt0065521,Les caprices de Marie,movie,Les caprices de Marie,1970.0,92.0,"Comedy,Romance",,
22265,tt0065521,Les figurants du nouveau monde,movie,Les caprices de Marie,1970.0,92.0,"Comedy,Romance",,
22268,tt0065524,La Marieuse électronique,movie,Carry on Loving,1970.0,88.0,"Comedy,Romance",,
22269,tt0065525,Les cinglés partent en safari,movie,Carry on Up the Jungle,1970.0,89.0,"Adventure,Comedy",,
22279,tt0065543,Le blason ensanglanté,movie,Chi-zome no daimon,1970.0,87.0,"Action,Crime",,
22280,tt0065544,Sans famille,movie,Chibikko Remi to meiken Capi,1970.0,81.0,"Adventure,Animation,Drama",,
22287,tt0065554,Le Cinéma de papa,movie,Le Cinéma de papa,1971.0,90.0,"Comedy,Drama",,
22290,tt0065556,La citadelle sous la mer,tvMovie,City Beneath the Sea,1971.0,98.0,"Action,Adventure,Sci-Fi",,
22297,tt0065568,Le week-end des assassins,movie,Concerto per pistola solista,1970.0,98.0,"Comedy,Crime,Mystery",,
22299,tt0065570,El condor,movie,El Condor,1970.0,102.0,"Action,Adventure,Drama",,
22305,tt0065579,Le Casse de l'oncle Tom,movie,Cotton Comes to Harlem,1970.0,97.0,"Action,Comedy,Crime",,
22309,tt0065589,"Le cri du cormoran, le soir au-dessus des jonques",movie,"Le cri du cormoran, le soir au-dessus des jonques",1971.0,85.0,Comedy,,
22310,tt0065589,Le paumé,movie,"Le cri du cormoran, le soir au-dessus des jonques",1971.0,85.0,Comedy,,
22311,tt0065590,Crimen imperfecto,movie,Crimen imperfecto,1970.0,88.0,Comedy,,
22312,tt0065591,Crimes of the Future,movie,Crimes of the Future,1970.0,63.0,"Comedy,Sci-Fi",,
22317,tt0065600,"Quatre meurtres, c'est assez, mon chéri",movie,"'Ctyri vrazdy stací, drahousku'",1971.0,103.0,"Comedy,Crime",,
22319,tt0065607,Une lune de miel diavolique,movie,Dábelské líbánky,1970.0,93.0,"Comedy,Crime",,
22320,tt0065610,La loi du talion,movie,Darker Than Amber,1970.0,96.0,"Action,Drama,Mystery",,
22322,tt0065613,La Guigne l'emporte,movie,Das haut den stärksten Zwilling um,1971.0,91.0,Comedy,,
22326,tt0065621,Le Devoir conjugal,movie,Il debito coniugale,1970.0,91.0,Comedy,,
22328,tt0065625,La délégation,tvMovie,Die Delegation,1970.0,100.0,"Drama,Sci-Fi",,
22331,tt0065636,Le Journal intime d'une femme mariée,movie,Diary of a Mad Housewife,1970.0,95.0,"Comedy,Drama",,
22336,tt0065642,Un beau salaud,movie,Dirty Dingus Magee,1970.0,91.0,"Comedy,Romance,Western",,
22337,tt0065643,S... comme Sally,movie,The Dirty Mind of Young Sally,1973.0,95.0,Comedy,,
22340,tt0065648,Docteur en détresse,movie,Doctor in Trouble,1970.0,90.0,Comedy,,
22343,tt0065651,Domicile conjugal,movie,Domicile conjugal,1970.0,97.0,"Comedy,Drama,Romance",7.4,11112.0
22347,tt0065662,Drame de la jalousie,movie,Dramma della gelosia (tutti i particolari in cronaca),1970.0,99.0,"Comedy,Drama,Romance",,
22357,tt0065681,C'est la loi des siciliens,movie,E venne il giorno dei limoni neri,1970.0,99.0,"Action,Crime,Drama",,
22358,tt0065681,Et vint le jour des citrons noirs,movie,E venne il giorno dei limoni neri,1970.0,99.0,"Action,Crime,Drama",,
22359,tt0065686,"Elle boit pas, elle fume pas, elle drague pas, mais... elle cause!",movie,"Elle boit pas, elle fume pas, elle drague pas, mais... elle cause!",1970.0,80.0,"Comedy,Crime",,
22369,tt0065700,"Le frère, la soeur... et l'autre",movie,Entertaining Mr Sloane,1970.0,94.0,"Comedy,Crime,Thriller",,
22373,tt0065709,Papa en a deux,movie,Every Home Should Have One,1970.0,94.0,Comedy,,
22374,tt0065709,Vous n'y résisterez pas!,movie,Every Home Should Have One,1970.0,94.0,Comedy,,
22388,tt0065739,Suzanne joue de la trompette,movie,Frau Wirtin bläst auch gern Trompete,1970.0,92.0,Comedy,,
22389,tt0065740,Ma nièce est plus forte en amour,movie,Frau Wirtin treibt es jetzt noch toller,1970.0,84.0,Comedy,,
22394,tt0065755,Gamera contre Jiger,movie,Gamera tai Daimaju Jaiga,1970.0,83.0,"Adventure,Family,Sci-Fi",,
22398,tt0065762,Le sabbat des vampires: on ne mord que la nuit,movie,Gebissen wird nur nachts - das Happening der Vampire,1971.0,102.0,"Comedy,Horror",,
22399,tt0065768,Intimités complices,movie,Das gelbe Haus am Pinnasberg,1970.0,96.0,Comedy,,
22400,tt0065768,La maison jaune,movie,Das gelbe Haus am Pinnasberg,1970.0,96.0,Comedy,,
22404,tt0065774,Le petit oiseau est de service,movie,Gestatten... Vögelein im Dienst,1971.0,88.0,Comedy,,
22406,tt0065776,Les Envahisseurs de l'espace,movie,"Gezora, Ganime, Kameba: Kessen! Nankai no daikaijû",1970.0,84.0,"Adventure,Sci-Fi",,
22413,tt0065794,The Grandmother,short,The Grandmother,1970.0,34.0,"Animation,Horror,Short",,
22419,tt0065818,La roseraie de six arpents,movie,Hatholdas rózsakert,1970.0,70.0,Comedy,,
22420,tt0065819,L'obsession infernale,tvMovie,Hauser's Memory,1970.0,96.0,"Mystery,Sci-Fi,Thriller",,
22421,tt0065819,La mort vient du passé,tvMovie,Hauser's Memory,1970.0,96.0,"Mystery,Sci-Fi,Thriller",,
22424,tt0065832,Hercule à New York,movie,Hercules in New York,1970.0,92.0,"Adventure,Comedy,Fantasy",,
22425,tt0065832,Hercule,movie,Hercules in New York,1970.0,92.0,"Adventure,Comedy,Fantasy",,
22427,tt0065835,Ces messieurs aux gilets blancs,movie,Die Herren mit der weissen Weste,1970.0,90.0,"Comedy,Crime",,
22428,tt0065836,"Hi, Mom!",movie,"Hi, Mom!",1970.0,87.0,"Comedy,Drama",,
22430,tt0065842,Mister Superinvisible,movie,L'inafferrabile invincibile Mr. Invisibile,1970.0,91.0,"Comedy,Fantasy,Romance",,
22432,tt0065848,L'Homme orchestre,movie,L'homme orchestre,1970.0,85.0,"Comedy,Musical",,
22434,tt0065851,Les horreurs de Frankenstein,movie,The Horror of Frankenstein,1970.0,95.0,"Comedy,Horror,Sci-Fi",,
22435,tt0065852,Les monstres de la planète des singes,movie,Horror of the Blood Monsters,1970.0,85.0,"Adventure,Horror,Sci-Fi",,
22445,tt0065871,Une certaine façon d'aimer,movie,I Love My Wife,1970.0,98.0,Comedy,,
22461,tt0065900,Deux trouillards en vadrouille,movie,Io non scappo... fuggo,1970.0,88.0,"Comedy,War",,
22462,tt0065904,L'étalon italien,movie,The Party at Kitty and Stud's,1970.0,71.0,"Comedy,Drama,Romance",,
22468,tt0065909,César Grandblaise,movie,Les jambes en l'air,1971.0,92.0,"Comedy,Drama",,
22469,tt0065909,Les jambes en l'air,movie,Les jambes en l'air,1971.0,92.0,"Comedy,Drama",,
22473,tt0065915,Je suis une nymphomane,movie,Je suis une nymphomane,1971.0,103.0,"Comedy,Fantasy",,
22474,tt0065915,Carole et ses démons,movie,Je suis une nymphomane,1971.0,103.0,"Comedy,Fantasy",,
22477,tt0065918,L'entrejambe,movie,Josefine Mutzenbacher,1970.0,89.0,Comedy,,
22478,tt0065918,Jeunes filles sans voile,movie,Josefine Mutzenbacher,1970.0,89.0,Comedy,,
22479,tt0065919,Le jour de noces,movie,Le jour de noces,1977.0,75.0,Comedy,,
22482,tt0065925,Die Jungfrauen von Bumshausen,movie,Die Jungfrauen von Bumshausen,1970.0,95.0,Comedy,,
22484,tt0065932,The Blind Woman's Curse,movie,Kaidan nobori ryû,1970.0,85.0,"Action,Crime,Horror",,
22493,tt0065954,Les brebis du révérend,movie,Kyrkoherden,1970.0,90.0,Comedy,,
22499,tt0065966,La dernière évasion,movie,The Last Escape,1970.0,90.0,"Action,Drama,War",,
22503,tt0065973,"Le Mans, chemin pour l'enfer",movie,Le Mans scorciatoia per l'inferno,1970.0,92.0,"Action,Crime,Drama",,
22504,tt0065973,"Le Mans, circuit de l'enfer",movie,Le Mans scorciatoia per l'inferno,1970.0,92.0,"Action,Crime,Drama",,
22505,tt0065974,Léo le dernier,movie,Leo the Last,1970.0,104.0,"Comedy,Drama",,
22506,tt0065975,Les léopards de Churchill,movie,I Leopardi di Churchill,1970.0,84.0,"Action,Thriller,War",,
22509,tt0065983,Les créatures du vice,movie,Liebe unter siebzehn,1971.0,87.0,"Comedy,Drama",,
22513,tt0065991,On l'appelle Spirito Santo,movie,Uomo avvisato mezzo ammazzato... Parola di Spirito Santo,1972.0,94.0,"Comedy,Western",,
22514,tt0065992,Et sabata les tua tous,movie,Lo irritarono.... e Santana fece piazza pulita,1970.0,95.0,"Comedy,Crime,Western",,
22515,tt0065992,Et.... Sabata les tua tous,movie,Lo irritarono.... e Santana fece piazza pulita,1970.0,95.0,"Comedy,Crime,Western",,
22519,tt0065999,Karaté à mort pour une poignée de soja,movie,Long hu dou,1970.0,90.0,"Action,Crime,Drama",,
22520,tt0065999,La vengeance du tigre,movie,Long hu dou,1970.0,90.0,"Action,Crime,Drama",,
22521,tt0065999,Le Boxeur chinois,movie,Long hu dou,1970.0,90.0,"Action,Crime,Drama",,
22523,tt0066002,Le Magot,movie,Loot,1970.0,101.0,"Comedy,Crime",,
22527,tt0066012,La dernière victoire,tvMovie,The Love War,1970.0,74.0,Sci-Fi,,
22528,tt0066015,Péché véniel,movie,Peccato veniale,1974.0,98.0,Comedy,,
22529,tt0066016,Lune de miel aux orties,movie,Lovers and Other Strangers,1970.0,104.0,"Comedy,Drama,Romance",,
22541,tt0066042,La maison,movie,La maison,1970.0,95.0,Comedy,,
22546,tt0066052,Le Tombeur,movie,The Man Who Had Power Over Women,1970.0,89.0,"Comedy,Drama,Music",,
22553,tt0066079,Le jeu des millions,tvMovie,Das Millionenspiel,1970.0,96.0,"Action,Drama,Sci-Fi",,
22559,tt0066096,La guerre des bootleggers,movie,The Moonshine War,1970.0,100.0,"Comedy,Crime,Drama",,
22563,tt0066102,Move,movie,Move,1970.0,90.0,"Comedy,Fantasy",,
22573,tt0066110,De l'ambiance dans la boîte,movie,"Musik, Musik - da wackelt die Penne",1970.0,90.0,"Comedy,Musical",,
22576,tt0066115,Myra Breckinridge,movie,Myra Breckinridge,1970.0,94.0,Comedy,,
22577,tt0066121,L'arche de M. Servadac,movie,Na komete,1970.0,74.0,"Adventure,Comedy,Sci-Fi",,
22578,tt0066121,Sur la comète,movie,Na komete,1970.0,74.0,"Adventure,Comedy,Sci-Fi",,
22579,tt0066122,Grand bain,movie,Deep End,1970.0,88.0,"Comedy,Drama,Romance",,
22580,tt0066122,Grand Bain,movie,Deep End,1970.0,88.0,"Comedy,Drama,Romance",,
22581,tt0066122,Deep End,movie,Deep End,1970.0,88.0,"Comedy,Drama,Romance",,
22586,tt0066126,Les Machines du diable,movie,The Losers,1970.0,95.0,"Action,Drama,Thriller",,
22599,tt0066151,Ninja American Destroyer,movie,Ninja Destroyer,1986.0,92.0,"Action,Adventure",,
22600,tt0066151,Ninja invasion,movie,Ninja Destroyer,1986.0,92.0,"Action,Adventure",,
22601,tt0066152,Nini Tirebouchon,movie,"Ninì Tirabusciò, la donna che inventò la mossa",1970.0,94.0,Comedy,,
22603,tt0066154,Terre Brûlée,movie,No Blade of Grass,1970.0,96.0,"Drama,Sci-Fi",,
22609,tt0066164,Les Novices,movie,Les novices,1970.0,91.0,"Comedy,Drama",,
22613,tt0066183,Une fois de plus,movie,One More Time,1970.0,92.0,"Comedy,Thriller",,
22616,tt0066190,Tora-San,movie,Otoko wa tsurai yo: Boukyou hen,1970.0,88.0,Comedy,,
22618,tt0066193,Ces drôles de provinciaux,movie,The Out of Towners,1970.0,101.0,Comedy,,
22619,tt0066193,Escapade à New York,movie,The Out of Towners,1970.0,101.0,Comedy,,
22620,tt0066194,La vieille garde reprend du service,tvMovie,The Over-the-Hill Gang Rides Again,1970.0,75.0,"Comedy,Family,Western",,
22621,tt0066194,Le retour des Texas Rangers,tvMovie,The Over-the-Hill Gang Rides Again,1970.0,75.0,"Comedy,Family,Western",,
22622,tt0066195,La chouette et le pussycat,movie,The Owl and the Pussycat,1970.0,95.0,"Comedy,Romance",,
22624,tt0066207,Peau d'âne,movie,Peau d'âne,1970.0,91.0,"Comedy,Fantasy,Musical",,
22625,tt0066210,Nevada Kid,movie,Per una bara piena di dollari,1971.0,83.0,"Action,Drama,Western",,
22626,tt0066212,L'arnaqueuse,movie,Perfect Friday,1970.0,94.0,"Comedy,Crime",,
22630,tt0066217,Les petites filles modèles,movie,Les petites filles modèles,1971.0,90.0,"Comedy,Romance",,
22634,tt0066225,Le Château des rêves,movie,Pilvilinna,1970.0,89.0,"Comedy,Drama",,
22635,tt0066227,Fifi Brindacier et les pirates,movie,Pippi Långstrump på de sju haven,1970.0,86.0,"Adventure,Comedy,Drama",,
22636,tt0066228,Les pirates de l'île verte,movie,Los corsarios,1971.0,102.0,"Action,Adventure,Comedy",,
22637,tt0066229,Le pistonné,movie,Le pistonné,1970.0,91.0,Comedy,,
22638,tt0066230,Du plomb sur Dallas,movie,Plomo sobre Dallas,1970.0,88.0,"Action,Adventure,Western",,
22646,tt0066258,Narcotic Bureau,movie,Puppet on a Chain,1971.0,98.0,"Action,Crime,Thriller",,
22648,tt0066265,Les randonnées de Fifi Brindacier,movie,På rymmen med Pippi Långstrump,1970.0,94.0,"Adventure,Comedy,Drama",,
22649,tt0066268,Quand les femmes avaient une queue !,movie,Quando le donne avevano la coda,1970.0,105.0,"Comedy,Fantasy,Sci-Fi",,
22657,tt0066296,Le Révolutionnaire,movie,The Revolutionary,1970.0,100.0,"Action,Drama",,
22661,tt0066312,Opération Snafu,movie,"Rosolino Paternò, soldato...",1970.0,95.0,"Action,Comedy,Drama",,
22662,tt0066312,Rosolino Paterno,movie,"Rosolino Paternò, soldato...",1970.0,95.0,"Action,Comedy,Drama",,
22663,tt0066315,Roy Colt et Winchester Jack,movie,Roy Colt & Winchester Jack,1970.0,85.0,"Comedy,Western",,
22667,tt0066320,Jours de canicule,movie,Rötmånad,1970.0,100.0,Comedy,,
22671,tt0066328,Le Père Noël et les trois ours,movie,Santa and the Three Bears,1970.0,46.0,"Animation,Family,Fantasy",,
22675,tt0066341,Rapports intimes au collège de jeunes filles,movie,Schulmädchen-Report - Was Eltern nicht für möglich halten,1970.0,90.0,"Comedy,Drama,Romance",,
22679,tt0066350,Sacramento,movie,"Sei iellato, amico hai incontrato Sacramento",1972.0,99.0,"Action,Comedy,Western",,
22686,tt0066379,Signal : Une aventure dans l'espace,movie,Signale - Ein Weltraumabenteuer,1970.0,90.0,Sci-Fi,,
22699,tt0066402,Commencez la révolution sans nous,movie,Start the Revolution Without Me,1970.0,90.0,"Comedy,History",,
22700,tt0066407,Jours tranquilles à Clichy,movie,Stille dage i Clichy,1970.0,100.0,"Comedy,Drama",,
22708,tt0066423,Sur un arbre perché,movie,Sur un arbre perché,1971.0,90.0,Comedy,,
22711,tt0066434,THX 1138,movie,THX 1138,1971.0,86.0,"Drama,Sci-Fi,Thriller",,
22715,tt0066449,Une fille dans ma soupe,movie,There's a Girl in My Soup,1970.0,96.0,"Comedy,Romance",,
22728,tt0066477,L'emmerdeur chinois,movie,Ying han,1972.0,89.0,Action,,
22729,tt0066479,Le livre érotique de la jungle,movie,Trader Hornee,1970.0,84.0,"Adventure,Comedy",,
22731,tt0066483,On ne greffe pas que les coeurs...,movie,Il trapianto,1970.0,86.0,Comedy,,
22732,tt0066485,La balade du bourreau,movie,The Traveling Executioner,1970.0,95.0,"Comedy,Drama,Western",,
22733,tt0066485,Le bourreau,movie,The Traveling Executioner,1970.0,95.0,"Comedy,Drama,Western",,
22736,tt0066492,L'abominable homme des cavernes,movie,Trog,1970.0,93.0,"Horror,Sci-Fi",,
22739,tt0066495,Le mystère des douze chaises,movie,The Twelve Chairs,1970.0,94.0,"Comedy,Drama",,
22740,tt0066495,Sois riche et tais-toi,movie,The Twelve Chairs,1970.0,94.0,"Comedy,Drama",,
22748,tt0066507,Quand les profs s'envolent,movie,Unsere Pauker gehen in die Luft,1970.0,96.0,"Comedy,Music",,
22763,tt0066537,Le meurtre de l'ingénieur Diable,movie,Vrazda ing. Certa,1970.0,77.0,"Comedy,Fantasy",,
22769,tt0066550,Watermelon Man,movie,Watermelon Man,1970.0,100.0,"Comedy,Drama,Fantasy",,
22771,tt0066557,Idylle en plein ciel,movie,Wenn du bei mir bist,1970.0,101.0,"Comedy,Music,Romance",,
22772,tt0066559,Que diriez-vous à une femme nue?,movie,What Do You Say to a Naked Lady?,1970.0,85.0,"Comedy,Documentary",,
22774,tt0066564,"Ya, ya, mon général!",movie,Which Way to the Front?,1970.0,96.0,"Comedy,War",,
22775,tt0066565,Le soleil blanc,movie,Beloe solntse pustyni,1970.0,84.0,"Action,Adventure,Comedy",,
22776,tt0066565,Le soleil blanc du désert,movie,Beloe solntse pustyni,1970.0,84.0,"Action,Adventure,Comedy",,
22778,tt0066572,Femmes sauvages,tvMovie,Wild Women,1970.0,74.0,"Action,Adventure,Drama",,
22779,tt0066574,Les cancres sont lâchés,movie,"Wir haun die Pauker in die Pfanne - Die Lümmel von der ersten Bank, V. Teil",1970.0,84.0,Comedy,,
22786,tt0066584,Miss Judoka règle ses comptes au karaté,movie,Nu jian kuang dao,1970.0,79.0,"Action,Drama",,
22790,tt0066593,Les baroudeurs,movie,You Can't Win 'Em All,1970.0,97.0,"Action,Adventure,Comedy",,
22793,tt0066602,La légende de Zatôichi: Zatôichi contre le sabreur manchot,movie,Shin Zatôichi: Yabure! Tôjin-ken,1971.0,94.0,"Action,Adventure,Drama",,
22794,tt0066602,La fureur du manchot,movie,Shin Zatôichi: Yabure! Tôjin-ken,1971.0,94.0,"Action,Adventure,Drama",,
22800,tt0066615,"À nous deux, France!",movie,"À nous deux, France!",1970.0,58.0,"Comedy,Drama",,
22801,tt0066615,"Femme nue, femme noire",movie,"À nous deux, France!",1970.0,58.0,"Comedy,Drama",,
22805,tt0066621,Êtes-vous fiancée à un marin grec ou à un pilote de ligne?,movie,Êtes-vous fiancée à un marin grec ou à un pilote de ligne?,1970.0,96.0,Comedy,,
22827,tt0066728,La cane aux oeufs d'or,movie,The Million Dollar Duck,1971.0,89.0,"Comedy,Family,Sci-Fi",,
22831,tt0066732,Deux cents motels,movie,200 Motels,1971.0,98.0,"Comedy,Fantasy,Music",,
22836,tt0066740,L'Abominable Docteur Phibes,movie,The Abominable Dr. Phibes,1971.0,94.0,"Comedy,Horror",,
22837,tt0066740,L'Abominable Dr. Phibes,movie,The Abominable Dr. Phibes,1971.0,94.0,"Comedy,Horror",,
22838,tt0066743,Acquasanta Joe,movie,Acquasanta Joe,1971.0,94.0,"Action,Adventure,Drama",,
22839,tt0066745,Adios Sabata,movie,"Indio Black, sai che ti dico: Sei un gran figlio di...",1970.0,104.0,"Action,Drama,War",,
22840,tt0066746,Jeux d'adultes pour adolescents,movie,"Adiós, cigüeña, adiós",1971.0,90.0,"Comedy,Drama",,
22841,tt0066746,"Adieu, cigogne, adieu",movie,"Adiós, cigüeña, adiós",1971.0,90.0,"Comedy,Drama",,
22846,tt0066761,La vie sexuelle de Don Juan,movie,Le calde notti di Don Giovanni,1971.0,105.0,Comedy,,
22847,tt0066764,Pour Django les salauds ont un prix,movie,Anche per Django le carogne hanno un prezzo,1971.0,89.0,"Action,Romance,Western",,
22848,tt0066765,La première folie des Monty Python,movie,And Now for Something Completely Different,1971.0,88.0,Comedy,7.5,32129.0
22849,tt0066765,Pataquesse,movie,And Now for Something Completely Different,1971.0,88.0,Comedy,7.5,32129.0
22850,tt0066767,Le dossier Anderson,movie,The Anderson Tapes,1971.0,99.0,"Action,Crime,Thriller",,
22851,tt0066767,Le Gang Anderson,movie,The Anderson Tapes,1971.0,99.0,"Action,Crime,Thriller",,
22855,tt0066779,Sti mahi tis Kritis,movie,Sti mahi tis Kritis,1970.0,86.0,"Action,Drama,History",,
22856,tt0066781,Ali Baba et les 40 voleurs,movie,Ari-Baba to yonjuppiki no tozoku,1971.0,55.0,"Animation,Comedy,Fantasy",,
22857,tt0066784,Deux corniauds au régiment,movie,Armiamoci e partite!,1971.0,100.0,"Comedy,War",,
22865,tt0066797,Tout se déchaîne au Wolfgangsee,movie,Außer Rand und Band am Wolfgangsee,1972.0,93.0,"Comedy,Musical",,
22869,tt0066808,Bananas,movie,Bananas,1971.0,82.0,Comedy,,
22870,tt0066811,Un singulier directeur,movie,The Barefoot Executive,1971.0,96.0,"Comedy,Family",,
22871,tt0066813,La bataille de Kerjenets,short,Secha pri Kerzhentse,1971.0,10.0,"Animation,Short,War",,
22884,tt0066829,Une bonne planque,movie,Bianco rosso e...,1972.0,96.0,"Comedy,Drama",,
22885,tt0066830,The Big Doll House,movie,The Big Doll House,1971.0,95.0,"Action,Drama,Thriller",,
22895,tt0066852,Les gourmandines,movie,Blutjunge Verführerinnen,1971.0,79.0,Comedy,,
22896,tt0066852,Scandal' Sex,movie,Blutjunge Verführerinnen,1971.0,79.0,Comedy,,
