tconst,moyenneVote,NombreVotes
tt0082089,7.4,42037
tt0082096,8.4,279228
tt0082158,7.1,68849
tt0082176,7.5,32365
tt0082183,7.3,11289
tt0082269,7.1,14765
tt0082340,7.1,165698
tt0082348,7.3,70220
tt0082351,7.1,13377
tt0082406,7.2,106381
tt0082432,7.4,43301
tt0082474,7.1,17573
tt0082484,7.3,25344
tt0082694,7.6,207718
tt0082736,7.7,12087
tt0082783,7.7,28243
tt0082846,7.6,36432
tt0082933,7.3,50212
tt0082945,7.4,10124
tt0082949,7.4,18321
tt0082970,7.3,11133
tt0082971,8.4,1074047
tt0082979,7.3,25672
tt0083111,7.1,23363
tt0083190,7.4,43702
tt0083399,8.0,65091
tt0083413,7.3,21261
tt0083466,8.4,22191
tt0083470,7.3,10472
tt0083505,8.2,17158
tt0083658,8.1,854069
tt0083791,7.1,74525
tt0083851,7.2,11612
tt0083866,7.9,453746
tt0083907,7.4,242509
tt0083922,8.1,69472
tt0083929,7.1,120813
tt0083944,7.7,289366
tt0083946,7.9,40778
tt0083987,8.0,243995
tt0084237,7.3,31455
tt0084296,7.2,10462
tt0084302,8.8,17638
tt0084335,7.7,24551
tt0084352,7.8,16134
tt0084370,7.3,10910
tt0084434,7.1,65298
tt0084503,8.0,87835
tt0084516,7.3,188069
tt0084549,7.7,11809
tt0084555,7.5,11000
tt0084628,7.7,12634
tt0084649,7.5,47566
tt0084701,8.2,18101
tt0084707,7.5,55053
tt0084726,7.7,132697
tt0084787,8.2,498517
tt0084805,7.4,118708
tt0084855,7.7,48432
tt0084865,7.6,24689
tt0084868,8.2,24957
tt0084917,7.1,30075
tt0084934,7.9,15007
tt0084967,7.5,43740
tt0084988,8.0,42531
tt0085101,7.9,10947
tt0085106,7.8,18102
tt0085127,7.2,19534
tt0085180,7.4,12571
tt0085210,7.2,17952
tt0085244,7.1,43943
tt0085327,7.1,13539
tt0085334,7.9,175089
tt0085407,7.2,81136
tt0085474,8.1,18920
tt0085478,7.2,15339
tt0085601,7.1,11578
tt0085743,8.3,15128
tt0085794,7.8,126011
tt0085809,8.2,43281
tt0085859,7.3,28074
tt0085933,7.2,21316
tt0085936,8.0,16593
tt0085959,7.5,127743
tt0085995,7.3,124426
tt0086022,7.9,31708
tt0086087,7.3,11123
tt0086190,8.3,1164751
tt0086197,7.8,67279
tt0086216,7.1,39813
tt0086250,8.3,965420
tt0086312,7.1,23590
tt0086423,7.3,12708
tt0086425,7.4,68244
tt0086465,7.5,174334
tt0086541,7.2,108662
tt0086567,7.1,116710
tt0086617,7.1,23918
tt0086637,7.6,45131
tt0086659,8.4,28056
tt0086661,8.7,26028
tt0086687,7.4,37669
tt0086759,7.6,32014
tt0086765,7.2,31215
tt0086770,7.7,18837
tt0086817,8.0,24588
tt0086822,7.3,14848
tt0086831,8.6,14074
tt0086879,8.4,448524
tt0086935,8.8,12995
tt0086960,7.4,224063
tt0086969,7.2,25924
tt0086979,7.5,109904
tt0087003,7.4,27568
tt0087056,7.8,20156
tt0087291,7.2,14005
tt0087332,7.8,470459
tt0087363,7.3,261939
tt0087469,7.5,552137
tt0087481,7.1,12176
tt0087538,7.3,258902
tt0087544,8.0,190706
tt0087553,7.8,61815
tt0087781,7.4,54242
tt0087800,7.4,277692
tt0087843,8.3,395068
tt0087884,8.1,131395
tt0087892,7.3,22267
tt0087921,7.4,14635
tt0088015,7.3,12671
tt0088083,7.5,15137
tt0088146,7.2,11954
tt0088178,8.7,22670
tt0088184,7.4,42064
tt0088247,8.1,964764
tt0088258,7.9,151530
tt0088286,7.2,78311
tt0088323,7.3,164019
tt0088461,7.1,11702
tt0088484,8.6,52193
tt0088491,8.3,18117
tt0088509,8.5,72167
tt0088526,8.2,50213
tt0088528,7.5,12481
tt0088559,7.6,43697
tt0088571,7.6,25803
tt0088583,8.1,12494
tt0088631,7.9,19888
tt0088634,7.7,12764
tt0088680,7.6,88428
tt0088727,8.5,23654
tt0088763,8.5,1377357
tt0088794,7.1,51185
tt0088846,7.8,216513
tt0088847,7.8,457264
tt0088930,7.3,116305
tt0088939,7.7,100986
tt0088993,7.1,77195
tt0089006,7.2,12133
tt0089218,7.7,312751
tt0089276,7.7,11336
tt0089374,7.5,44726
tt0089424,7.3,18234
tt0089560,7.2,33977
tt0089603,7.9,15404
tt0089606,7.6,23279
tt0089748,7.7,10442
tt0089755,7.1,89569
tt0089767,7.3,67841
tt0089853,7.6,57331
tt0089881,8.2,143833
tt0089885,7.1,74950
tt0089907,7.3,73455
tt0089941,7.2,35073
tt0089960,7.6,14777
tt0090015,8.7,11111
tt0090022,7.2,52186
tt0090163,7.9,24767
tt0090180,7.3,43603
tt0090315,7.7,13591
tt0090329,7.3,109228
tt0090390,7.4,41203
tt0090481,7.1,10160
tt0090501,7.2,11685
tt0090506,7.6,11564
tt0090509,8.7,14596
tt0090563,7.3,24210
tt0090570,7.4,11816
tt0090605,8.4,808726
tt0090667,7.1,13046
tt0090728,7.2,160878
tt0090756,7.7,231974
tt0090830,7.2,19392
tt0090888,7.1,18567
tt0090967,7.6,57100
tt0091042,7.8,402485
tt0091064,7.6,214487
tt0091149,7.1,56775
tt0091167,7.8,79159
tt0091209,7.2,56187
tt0091217,7.4,54762
tt0091251,8.3,111885
tt0091288,8.1,28429
tt0091341,7.8,14510
tt0091369,7.3,157489
tt0091419,7.1,90618
tt0091455,7.3,16006
tt0091474,7.2,86902
tt0091480,8.0,24840
tt0091530,7.4,68536
tt0091538,7.3,19573
tt0091605,7.7,122768
tt0091670,7.9,33276
tt0091763,8.1,456119
tt0091830,7.6,11209
tt0091867,7.2,50386
tt0091886,7.3,24061
tt0092005,8.1,464332
tt0092007,7.3,94136
tt0092048,7.9,24575
tt0092067,8.0,190953
tt0092106,7.2,43579
tt0092263,7.4,26721
tt0092312,7.2,14698
tt0092324,8.6,49180
tt0092337,8.9,30715
tt0092345,8.0,36426
tt0092379,8.2,15202
tt0092400,8.1,114883
tt0092455,8.7,143713
tt0092563,7.2,99762
tt0092571,8.4,10635
tt0092593,8.0,37457
tt0092603,7.8,22991
tt0092618,7.1,22857
tt0092695,7.2,28607
tt0092699,7.3,35397
tt0092804,7.4,14955
tt0092890,7.1,269353
tt0092929,7.1,11415
tt0092948,7.6,21276
tt0092965,7.7,138529
tt0092978,7.4,10347
tt0092991,7.7,189541
tt0093058,8.2,821799
tt0093105,7.3,159964
tt0093191,7.9,80890
tt0093206,7.3,10276
tt0093209,7.3,15381
tt0093223,7.2,24884
tt0093342,8.1,20853
tt0093389,7.7,115881
tt0093409,7.6,286699
tt0093412,7.1,14811
tt0093437,7.2,169628
tt0093512,7.6,25470
tt0093565,7.2,74055
tt0093578,7.7,17123
tt0093603,8.6,26204
tt0093640,7.1,51351
tt0093713,7.7,12275
tt0093748,7.6,170128
tt0093773,7.8,477028
tt0093779,8.0,466337
tt0093818,7.4,37564
tt0093822,7.3,155894
tt0093870,7.6,296665
tt0093978,7.3,11738
tt0094012,7.1,215071
tt0094027,7.3,23151
tt0094138,7.1,13828
tt0094226,7.8,343353
tt0094291,7.3,169874
tt0094336,7.5,50055
tt0094357,7.2,11828
tt0094469,7.2,14192
tt0094517,8.6,27045
tt0094525,8.6,55761
tt0094535,8.4,38307
tt0094540,7.1,47998
tt0094582,8.4,42360
tt0094608,7.1,41711
tt0094625,8.0,215779
tt0094663,7.2,15700
tt0094716,7.3,11223
tt0094721,7.5,403071
tt0094737,7.3,250120
tt0094747,7.1,13973
tt0094754,7.9,14386
tt0094898,7.1,232422
tt0094947,7.5,77621
tt0094964,7.2,56450
tt0095016,8.2,990069
tt0095031,7.4,82671
tt0095082,7.2,23103
tt0095159,7.5,160026
tt0095250,7.5,56897
tt0095327,8.5,348854
tt0095403,7.1,23871
tt0095467,8.1,27229
tt0095468,8.0,23457
tt0095489,7.4,103151
tt0095497,7.5,65763
tt0095631,7.5,99249
tt0095647,7.8,120907
tt0095675,7.5,48772
tt0095705,7.6,195965
tt0095715,7.4,14627
tt0095765,8.5,301246
tt0095800,7.7,19735
tt0095801,7.4,16006
tt0095936,7.4,11617
tt0095953,8.0,565242
tt0096018,7.6,18838
tt0096028,7.9,10524
tt0096163,7.7,50218
tt0096219,7.2,15144
tt0096256,7.2,154645
tt0096257,7.9,26983
tt0096283,8.1,407496
tt0096288,7.9,10410
tt0096332,7.2,39721
tt0096438,7.7,225730
tt0096446,7.2,135528
tt0096548,8.8,60459
tt0096557,7.6,22418
tt0096626,8.4,11408
tt0096639,8.7,28089
tt0096657,8.6,142633
tt0096684,8.2,37946
tt0096694,7.1,38796
tt0096697,8.6,453372
tt0096708,8.0,28431
tt0096754,7.5,201694
tt0096764,7.1,58432
tt0096874,7.8,597792
tt0096895,7.5,419586
tt0096969,7.2,120323
tt0097027,7.1,49897
tt0097108,7.5,43504
tt0097123,7.8,62064
tt0097165,8.1,591051
tt0097202,7.7,53031
tt0097216,8.0,118575
tt0097223,8.1,33628
tt0097239,7.3,121113
tt0097240,7.2,42529
tt0097351,7.5,134047
tt0097441,7.8,149203
tt0097493,7.1,122488
tt0097499,7.5,32629
tt0097576,8.2,838472
tt0097674,7.4,15718
tt0097722,7.4,23755
tt0097733,7.3,195539
tt0097757,7.6,302185
tt0097814,7.8,177332
tt0097815,7.2,79778
tt0097937,7.8,82564
tt0097940,7.5,31982
tt0097958,7.5,234824
tt0098067,7.1,56848
tt0098213,7.5,27932
tt0098253,7.5,24670
tt0098258,7.3,99379
tt0098327,7.6,18155
tt0098360,7.1,13576
tt0098384,7.3,66226
tt0098532,7.5,12846
tt0098554,7.1,114494
tt0098635,7.7,255498
tt0098724,7.2,62131
tt0098769,9.0,21312
tt0098800,7.9,149184
tt0098825,8.5,15479
tt0098830,8.2,13631
tt0098833,8.4,13520
tt0098837,7.9,18887
tt0098844,7.8,48130
tt0098878,8.4,23398
tt0098904,8.9,368703
tt0098924,7.5,16555
tt0098929,7.5,14721
tt0098936,8.7,231575
tt0098948,7.3,15271
tt0099077,7.8,169005
tt0099088,7.5,500511
tt0099334,7.5,26765
tt0099348,8.0,300928
tt0099423,7.1,396455
tt0099426,7.5,12183
tt0099487,7.8,546197
tt0099558,7.2,23681
tt0099653,7.1,247846
tt0099674,7.6,439495
tt0099685,8.7,1325395
tt0099776,7.5,18011
tt0099785,7.7,696062
tt0099810,7.5,222844
tt0099871,7.4,123615
tt0100024,7.4,11783
tt0100095,7.3,13582
tt0100112,7.1,10758
tt0100142,7.3,13109
tt0100150,7.7,145924
tt0100157,7.8,249893
tt0100234,8.2,24974
tt0100263,7.3,79164
tt0100332,8.2,19326
tt0100405,7.1,386090
tt0100436,7.2,32287
tt0100486,7.2,20306
tt0100519,7.3,24619
tt0100685,7.2,27267
tt0100802,7.5,368809
tt0100814,7.2,158711
tt0100935,7.2,107768
tt0100998,7.7,30997
tt0101049,8.3,10147
tt0101065,7.1,10011
tt0101076,7.6,18437
tt0101081,7.5,22897
tt0101084,7.4,20716
tt0101120,7.2,51304
tt0101178,7.5,25527
tt0101188,7.4,40004
tt0101258,7.4,27095
tt0101318,7.6,16285
tt0101410,7.6,132433
tt0101414,8.0,493098
tt0101428,7.5,10007
tt0101507,7.8,162223
tt0101540,7.3,226765
tt0101605,7.6,40733
tt0101640,8.1,36629
tt0101649,8.5,14330
tt0101698,7.2,22382
tt0101700,7.5,92300
tt0101748,7.3,10768
tt0101761,7.2,104061
tt0101765,7.6,55199
tt0101829,7.5,23974
tt0101889,7.5,93960
tt0101921,7.7,87520
tt0101985,8.2,13991
tt0102015,8.1,24451
tt0102138,8.0,176355
tt0102164,7.2,11989
tt0102388,7.2,20276
tt0102426,7.4,17038
tt0102443,7.1,10203
tt0102536,7.7,68755
tt0102587,7.6,39959
tt0102592,7.1,15455
tt0102685,7.3,213837
tt0102926,8.6,1634872
tt0102975,7.2,83127
tt0103064,8.6,1232359
tt0103074,7.6,183708
tt0103129,7.2,10343
tt0103130,7.4,12698
tt0103285,7.2,20718
tt0103352,8.2,16975
tt0103359,9.0,126995
tt0103376,8.3,14790
tt0103442,7.2,18692
tt0103488,7.5,11508
tt0103584,8.4,52410
tt0103639,8.0,486442
tt0103671,7.1,10999
tt0103767,8.5,42104
tt0103772,7.1,232013
tt0103776,7.1,339933
tt0103791,7.1,11787
tt0103793,7.1,19794
tt0103873,7.5,106881
tt0103874,7.4,255980
tt0103905,7.4,45016
tt0103939,7.5,64096
tt0103994,7.1,19755
tt0104036,7.2,61866
tt0104257,7.7,302245
tt0104348,7.7,122094
tt0104361,7.7,40112
tt0104454,7.4,37410
tt0104466,7.5,32169
tt0104561,8.1,25084
tt0104652,7.7,109704
tt0104684,7.7,56065
tt0104691,7.6,197387
tt0104694,7.4,125715
tt0104756,7.3,24915
tt0104779,7.2,44591
tt0104797,7.7,106503
tt0104940,7.8,76395
tt0104952,7.6,149833
tt0105017,7.4,13303
tt0105046,7.4,49304
tt0105151,7.5,69041
tt0105159,7.1,11041
tt0105236,8.3,1132366
tt0105265,7.2,67800
tt0105271,8.1,14250
tt0105323,8.0,350892
tt0105435,7.1,64685
tt0105488,7.2,30233
tt0105665,7.3,112711
tt0105682,7.6,11171
tt0105695,8.2,454364
tt0105839,7.3,11047
tt0105929,8.2,22387
tt0105933,8.4,10342
tt0105935,7.3,13668
tt0105941,7.8,26808
tt0105946,8.4,35985
tt0105950,7.5,35358
tt0105958,8.1,48271
tt0106004,8.2,99553
tt0106028,8.7,16033
tt0106052,8.2,19415
tt0106079,7.8,17366
tt0106080,7.1,52348
tt0106115,7.9,22157
tt0106145,8.1,74196
tt0106179,8.6,262367
tt0106226,7.2,71111
tt0106246,7.1,67060
tt0106273,7.8,11374
tt0106307,7.2,46870
tt0106308,7.4,202078
tt0106332,8.1,35154
tt0106333,7.6,31046
tt0106341,7.3,15609
tt0106364,7.8,60387
tt0106387,7.1,63644
tt0106469,7.9,36095
tt0106489,7.8,172311
tt0106519,7.9,240253
tt0106677,7.6,208811
tt0106856,7.6,216532
tt0106977,7.8,333403
tt0107007,7.6,32424
tt0107048,8.0,716356
tt0107156,7.6,18044
tt0107206,7.2,118487
tt0107207,8.1,195920
tt0107282,7.7,19012
tt0107290,8.2,1119261
tt0107507,7.3,48137
tt0107554,7.5,67264
tt0107614,7.1,304507
tt0107616,7.3,54016
tt0107617,7.3,10609
tt0107653,7.7,46511
tt0107688,7.9,395231
tt0107692,7.8,42907
tt0107756,7.1,19839
tt0107808,7.5,90731
tt0107818,7.7,266802
tt0107822,7.5,98379
tt0107943,7.8,88712
tt0108002,7.5,71612
tt0108037,7.8,108346
tt0108052,9.0,1521935
tt0108065,7.4,43521
tt0108071,7.3,46700
tt0108101,7.3,21037
tt0108122,7.6,48662
tt0108148,7.5,17703
tt0108188,7.5,24320
tt0108211,7.5,39096
tt0108281,7.2,11232
tt0108330,7.3,60326
tt0108358,7.8,181584
tt0108394,7.8,115140
tt0108399,7.9,252376
tt0108550,7.7,261951
tt0108551,7.3,25859
tt0108598,8.3,61868
tt0108684,7.2,13008
tt0108757,7.9,72747
tt0108778,8.9,1144003
tt0108783,8.0,19447
tt0108847,7.8,11972
tt0108872,8.4,22660
tt0108906,8.2,21000
tt0108941,7.1,39956
tt0108981,8.0,16324
tt0109045,7.5,58186
tt0109117,8.0,56694
tt0109348,7.4,43184
tt0109424,7.9,103813
tt0109440,7.5,10991
tt0109445,7.7,236823
tt0109506,7.5,222525
tt0109508,8.0,22328
tt0109555,7.6,26296
tt0109579,7.2,27998
tt0109642,7.4,50779
tt0109686,7.3,429070
tt0109707,7.8,188250
tt0109830,8.8,2378456
tt0109831,7.1,173991
tt0109842,7.5,15531
tt0110005,7.2,69233
tt0110008,7.3,36896
tt0110057,8.3,28837
tt0110074,7.2,88030
tt0110076,7.5,23472
tt0110081,8.3,21444
tt0110116,7.4,26944
tt0110148,7.5,362658
tt0110200,7.5,25817
tt0110222,7.6,19944
tt0110322,7.5,191550
tt0110357,8.5,1203176
tt0110367,7.3,66303
tt0110413,8.5,1302523
tt0110428,7.2,19390
tt0110570,7.3,11854
tt0110598,7.2,43836
tt0110631,7.2,19607
tt0110632,7.2,260179
tt0110684,7.3,23603
tt0110729,7.9,38161
tt0110877,7.8,40264
tt0110882,7.8,16333
tt0110889,7.1,11405
tt0110912,8.9,2333881
tt0110917,7.5,13119
tt0110932,7.5,75398
tt0110963,7.4,19700
tt0111112,7.4,10300
tt0111149,7.2,68468
tt0111161,9.3,3042795
tt0111257,7.3,408615
tt0111341,8.2,13289
tt0111495,8.1,113805
tt0111503,7.3,291752
tt0111507,7.6,82954
tt0111512,7.5,50377
tt0111579,7.8,16806
tt0111797,7.8,24159
tt0111845,7.7,10913
tt0111958,8.6,46175
tt0111987,7.6,16120
tt0112056,7.3,12441
tt0112084,8.4,10860
tt0112095,8.0,18118
tt0112111,7.7,14346
tt0112123,7.8,34050
tt0112130,8.8,98146
tt0112159,8.5,97638
tt0112167,7.4,21234
tt0112175,8.4,37585
tt0112178,7.9,81019
tt0112196,7.8,10463
tt0112384,7.7,326357
tt0112453,7.1,50071
tt0112461,7.3,126882
tt0112471,8.1,358972
tt0112553,8.1,14122
tt0112573,8.3,1129262
tt0112579,7.6,93010
tt0112641,8.2,592328
tt0112681,7.4,24693
tt0112682,7.4,73389
tt0112691,8.1,46528
tt0112740,7.4,130430
tt0112757,7.7,11333
tt0112769,7.5,14634
tt0112817,7.5,106160
tt0112818,7.5,104996
tt0112851,7.1,203490
tt0112864,7.6,420222
tt0112870,8.0,80094
tt0112913,7.5,56036
tt0112922,7.3,25061
tt0113118,7.2,131339
tt0113189,7.2,277450
tt0113247,8.1,211684
tt0113277,8.3,757907
tt0113409,7.1,83887
tt0113497,7.1,395683
tt0113568,7.9,165212
tt0113627,7.5,140568
tt0113670,7.6,37956
tt0113677,7.5,20980
tt0113703,7.9,12204
tt0113799,7.5,23127
tt0113824,7.8,78453
tt0113862,7.3,43057
tt0113870,7.3,31898
tt0114117,7.6,11958
tt0114234,7.4,10824
tt0114279,7.3,16012
tt0114323,7.1,18406
tt0114327,7.6,13494
tt0114369,8.6,1910700
tt0114388,7.7,131565
tt0114478,7.4,39147
tt0114558,7.2,81442
tt0114563,7.2,10415
tt0114671,7.5,12500
tt0114694,7.1,101381
tt0114709,8.3,1122316
tt0114746,8.0,664046
tt0114787,8.0,62800
tt0114814,8.5,1189552
tt0114906,7.4,38825
tt0115082,7.8,57540
tt0115147,8.3,48884
tt0115157,7.9,56081
tt0115163,7.6,13332
tt0115167,7.3,79969
tt0115200,7.6,38079
tt0115231,7.8,17331
tt0115270,7.9,12816
tt0115320,7.5,17640
tt0115355,7.9,13974
tt0115369,7.3,31757
tt0115378,8.1,18694
tt0115561,7.3,16498
tt0115639,7.1,35644
tt0115640,7.6,26623
tt0115678,7.3,23979
tt0115685,7.2,107866
tt0115736,7.3,64097
tt0115744,7.2,21577
tt0115751,7.8,73913
tt0115940,7.6,11042
tt0116209,7.4,208701
tt0116231,8.1,73897
tt0116282,8.1,756288
tt0116365,7.1,99047
tt0116367,7.2,355494
tt0116426,7.2,10344
tt0116477,7.7,40991
tt0116581,7.5,10426
tt0116630,8.1,15493
tt0116695,7.3,298406
tt0116790,7.7,16590
tt0116860,8.6,18434
tt0116905,7.4,34208
tt0116922,7.6,163196
tt0117039,7.1,35092
tt0117040,7.9,11908
tt0117060,7.2,489582
tt0117128,7.2,19147
tt0117293,8.2,18874
tt0117318,7.3,103409
tt0117381,7.7,260719
tt0117407,7.3,47703
tt0117500,7.4,369779
tt0117571,7.4,417416
tt0117589,8.0,49627
tt0117615,7.7,12029
tt0117631,7.6,57912
tt0117665,7.5,245181
tt0117666,8.0,101862
tt0117731,7.6,135018
tt0117802,7.2,90549
tt0117883,7.4,44503
tt0117913,7.5,190147
tt0117951,8.1,749348
tt0117958,7.1,18198
tt0118111,7.4,31675
tt0118147,7.9,19883
tt0118266,8.4,20291
tt0118273,8.6,12286
tt0118276,8.3,167613
tt0118298,8.1,28291
tt0118360,7.2,40891
tt0118375,7.5,61223
tt0118379,7.5,11258
tt0118401,7.9,42064
tt0118421,8.7,112241
tt0118437,7.7,10941
tt0118475,8.0,10863
tt0118480,8.4,105006
tt0118528,7.8,19423
tt0118607,7.3,85247
tt0118617,7.1,141794
tt0118632,7.2,15282
tt0118694,8.1,177103
tt0118715,8.1,890401
tt0118749,7.9,291201
tt0118751,7.9,18409
tt0118767,7.8,26708
tt0118789,7.4,64279
tt0118799,8.6,778054
tt0118804,7.1,11789
tt0118819,7.3,34770
tt0118826,7.6,18143
tt0118842,7.2,146352
tt0118843,8.0,57684
tt0118845,7.7,36295
tt0118849,8.2,85731
tt0118884,7.5,303389
tt0118892,7.1,20219
tt0118929,7.6,219609
tt0118954,7.3,49209
tt0118971,7.5,423245
tt0119008,7.7,344500
tt0119038,7.6,46128
tt0119080,7.2,12225
tt0119094,7.3,414500
tt0119116,7.6,527183
tt0119164,7.2,117072
tt0119167,7.5,90266
tt0119174,7.7,452621
tt0119177,7.7,335893
tt0119217,8.3,1137493
tt0119229,7.3,102385
tt0119250,7.7,34406
tt0119256,7.1,56848
tt0119280,7.2,16094
tt0119282,7.3,267942
tt0119349,7.3,62072
tt0119361,7.1,14593
tt0119375,7.2,16299
tt0119396,7.5,389781
tt0119448,7.7,11675
tt0119472,7.8,35423
tt0119488,8.2,641016
tt0119643,7.2,282928
tt0119654,7.3,639881
tt0119670,7.2,14401
tt0119683,7.4,44479
tt0119698,8.3,460294
tt0119792,7.3,10607
tt0119822,7.7,328531
tt0119978,7.2,86598
tt0120070,7.2,11807
tt0120102,7.1,161801
tt0120125,7.6,13110
tt0120176,7.1,26757
tt0120188,7.1,184321
tt0120201,7.3,335011
tt0120255,7.4,37457
tt0120263,7.5,20950
tt0120265,7.7,39902
tt0120321,7.2,12973
tt0120324,7.5,79775
tt0120338,7.9,1339266
tt0120363,7.9,644892
tt0120382,8.2,1280608
tt0120520,7.1,13335
tt0120570,8.5,14088
tt0120586,8.5,1230898
tt0120601,7.7,362206
tt0120611,7.1,317388
tt0120616,7.1,482160
tt0120623,7.2,326942
tt0120630,7.1,219140
tt0120631,7.1,83932
tt0120655,7.3,234354
tt0120660,7.3,267770
tt0120663,7.5,399338
tt0120669,7.5,310327
tt0120679,7.3,98708
tt0120684,7.3,33541
tt0120689,8.6,1485124
tt0120731,8.0,71463
tt0120735,8.1,635078
tt0120737,8.9,2107091
tt0120762,7.7,332033
tt0120768,7.3,160158
tt0120784,7.1,149865
tt0120789,7.5,139872
tt0120794,7.2,154811
tt0120802,7.6,35132
tt0120815,8.6,1569573
tt0120855,7.3,259157
tt0120863,7.6,206491
tt0120885,7.1,90940
tt0120903,7.3,673113
tt0120910,7.1,42787
tt0120917,7.4,237586
tt0121164,7.4,313761
tt0121220,8.8,96246
tt0121766,7.6,883590
tt0121955,8.7,422604
tt0122690,7.2,201547
tt0123755,7.1,255354
tt0123948,7.5,30324
tt0124315,7.4,107346
tt0124901,7.1,20964
tt0125439,7.2,365117
tt0125659,7.7,75253
tt0125664,7.4,140862
tt0126029,7.9,773371
tt0126158,7.5,20875
tt0126170,7.8,29427
tt0126886,7.2,108698
tt0127311,7.6,11684
tt0127536,7.4,108079
tt0128332,8.1,21352
tt0128442,7.3,164426
tt0128445,7.6,203102
tt0129167,8.1,244697
tt0129387,7.1,339353
tt0129690,8.6,23126
tt0130414,7.1,23219
tt0130417,7.8,10527
tt0130827,7.6,213390
tt0131179,8.5,16602
tt0131409,7.8,27763
tt0131613,7.9,39334
tt0131664,7.1,16467
tt0132477,7.8,101449
tt0133093,8.7,2155135
tt0133189,7.4,34565
tt0133240,7.2,141029
tt0133363,7.6,20553
tt0134119,7.4,261242
tt0135007,7.7,12072
tt0135659,7.3,25623
tt0135790,7.5,11108
tt0137330,7.4,18422
tt0137363,7.2,94522
tt0137523,8.8,2464072
tt0138097,7.1,238837
tt0138704,7.3,189574
tt0139239,7.2,77644
tt0139654,7.8,495887
tt0139876,8.3,12123
tt0140352,7.8,186423
tt0140888,8.0,47872
tt0141842,9.2,524176
tt0141974,7.2,11629
tt0142236,7.6,13165
tt0142242,7.4,12771
tt0142243,7.4,10457
tt0143127,7.1,19070
tt0144084,7.6,780259
tt0144117,7.6,257188
tt0144201,7.5,14672
tt0145487,7.4,923399
tt0145503,7.5,16140
tt0145547,7.1,14063
tt0145628,7.1,14725
tt0145653,7.3,23951
tt0146309,7.3,64820
tt0146882,7.4,195039
tt0147612,7.7,77383
tt0147746,8.1,31886
tt0147800,7.4,418546
tt0149460,8.5,271052
tt0149601,7.6,12364
tt0150662,7.5,56812
tt0150742,9.3,16567
tt0150915,7.3,10970
tt0150992,7.4,20466
tt0151568,7.3,13899
tt0151804,7.6,299109
tt0154420,8.0,97609
tt0154506,7.4,105989
tt0156729,7.1,10348
tt0156794,7.9,15325
tt0156887,8.0,107842
tt0157016,7.3,26802
tt0157246,7.4,62392
tt0158371,7.2,37407
tt0158417,8.9,25394
tt0158552,7.2,95549
tt0158714,7.6,17524
tt0158983,7.7,220381
tt0159097,7.2,178965
tt0159206,7.4,152589
tt0159365,7.2,160625
tt0160904,8.3,19426
tt0161860,7.5,14461
tt0161952,8.4,11893
tt0162065,7.9,78311
tt0162222,7.8,665629
tt0162346,7.3,129771
tt0162661,7.3,399413
tt0162973,7.5,14922
tt0163503,8.4,25289
tt0163507,8.5,48014
tt0164538,7.5,32434
tt0165078,7.6,14761
tt0165546,8.0,12167
tt0165581,7.4,91532
tt0165598,8.1,194580
tt0165623,7.2,14950
tt0165798,7.5,100635
tt0165832,7.5,38835
tt0166396,7.3,29014
tt0166792,7.7,19936
tt0166813,7.2,90365
tt0166896,8.0,104107
tt0166924,7.9,407004
tt0167260,9.0,2077165
tt0167261,8.8,1872936
tt0167404,8.2,1099266
tt0168122,7.2,25705
tt0168366,7.6,51259
tt0168629,7.9,120610
tt0168786,7.3,39659
tt0169102,8.1,123987
tt0169414,7.4,16915
tt0169547,8.3,1248712
tt0169590,7.7,10371
tt0169858,8.1,70564
tt0169880,7.2,16341
tt0170817,8.2,13524
tt0171685,7.5,12424
tt0171804,7.5,105973
tt0172493,7.3,224352
tt0172495,8.5,1759137
tt0172684,7.5,59552
tt0174378,7.3,14930
tt0174856,7.6,105248
tt0175058,7.3,50600
tt0175880,8.0,337926
tt0177789,7.4,185664
tt0177858,7.6,23205
tt0178868,7.2,81814
tt0179552,8.3,19923
tt0179955,8.3,11187
tt0180073,7.2,58088
tt0180093,8.3,938686
tt0180748,7.3,23840
tt0180825,9.6,13601
tt0181288,7.8,20531
tt0181536,7.3,91604
tt0181627,7.5,11311
tt0181689,7.6,602404
tt0181865,7.5,225060
tt0181875,7.9,304205
tt0182576,8.1,377348
tt0182629,8.5,21295
tt0183649,7.1,294644
tt0184111,7.4,42547
tt0184135,8.4,12763
tt0184666,9.6,11269
tt0184756,8.4,12318
tt0185014,7.2,67854
tt0185103,7.7,10428
tt0185125,7.8,106736
tt0185133,8.5,17279
tt0185906,9.4,561690
tt0186151,7.4,119714
tt0186508,7.6,21366
tt0187393,7.2,303819
tt0187636,8.3,41734
tt0187664,8.5,59535
tt0188030,7.6,10251
tt0188674,7.1,28332
tt0190332,7.9,288086
tt0190419,7.2,12518
tt0190590,7.7,341421
tt0191043,8.1,18814
tt0193253,7.3,19984
tt0193676,8.8,159799
tt0195231,8.2,17642
tt0195685,7.5,234201
tt0196931,7.3,10409
tt0197159,8.2,11491
tt0197182,8.0,11987
tt0198781,8.1,1027707
tt0199683,7.7,22985
tt0199725,7.2,25553
tt0200071,7.4,16325
tt0200087,8.1,27960
tt0200276,8.9,91832
tt0200465,7.2,193592
tt0200654,7.9,16804
tt0200849,7.8,12673
tt0201368,8.6,17047
